sample	filename	IlluminaIndex	plate	round2index	round1index	well	experiment	group	passage	mixture	biosample1	biosample2	biosample3	replicate	abxConcentration	household2	household3
e0023-A-2-XJA-B10-1	16S-B-B10-L1	16S-B-B10	e0023.A.2	B	1	B10	e0023	e0023-16S	2	NA	XJA	NA	NA	1	0	NA	NA
e0023-A-2-XJA-C10-1	16S-B-C10-L1	16S-B-C10	e0023.A.2	B	1	C10	e0023	e0023-16S	2	NA	XJA	NA	NA	1	2	NA	NA
e0023-A-2-XJA-D10-1	16S-B-D10-L1	16S-B-D10	e0023.A.2	B	1	D10	e0023	e0023-16S	2	NA	XJA	NA	NA	2	2	NA	NA
e0023-A-2-XTA-E10-1	16S-B-E10-L1	16S-B-E10	e0023.A.2	B	1	E10	e0023	e0023-16S	2	NA	XTA	NA	NA	1	2	NA	NA
e0023-A-2-XTA-F10-1	16S-B-F10-L1	16S-B-F10	e0023.A.2	B	1	F10	e0023	e0023-16S	2	NA	XTA	NA	NA	2	2	NA	NA
e0023-A-2-XTA-G10-1	16S-B-G10-L1	16S-B-G10	e0023.A.2	B	1	G10	e0023	e0023-16S	2	NA	XTA	NA	NA	1	0	NA	NA
e0023-A-2-blank-H10-1	16S-B-H10-L1	16S-B-H10	e0023.A.2	B	1	H10	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-blank-A11-1	16S-B-A11-L1	16S-B-A11	e0023.A.2	B	1	A11	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-XKA-B11-1	16S-B-B11-L1	16S-B-B11	e0023.A.2	B	1	B11	e0023	e0023-16S	2	NA	XKA	NA	NA	1	0	NA	NA
e0023-A-2-XKA-C11-1	16S-B-C11-L1	16S-B-C11	e0023.A.2	B	1	C11	e0023	e0023-16S	2	NA	XKA	NA	NA	1	2	NA	NA
e0023-A-2-XKA-D11-1	16S-B-D11-L1	16S-B-D11	e0023.A.2	B	1	D11	e0023	e0023-16S	2	NA	XKA	NA	NA	2	2	NA	NA
e0023-A-2-XUA-E11-1	16S-B-E11-L1	16S-B-E11	e0023.A.2	B	1	E11	e0023	e0023-16S	2	NA	XUA	NA	NA	1	2	NA	NA
e0023-A-2-XUA-F11-1	16S-B-F11-L1	16S-B-F11	e0023.A.2	B	1	F11	e0023	e0023-16S	2	NA	XUA	NA	NA	2	2	NA	NA
e0023-A-2-XUA-G11-1	16S-B-G11-L1	16S-B-G11	e0023.A.2	B	1	G11	e0023	e0023-16S	2	NA	XUA	NA	NA	1	0	NA	NA
e0023-A-2-blank-H11-1	16S-B-H11-L1	16S-B-H11	e0023.A.2	B	1	H11	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-blank-A12-1	16S-B-A12-L1	16S-B-A12	e0023.A.2	B	1	A12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-blank-B12-1	16S-B-B12-L1	16S-B-B12	e0023.A.2	B	1	B12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-blank-C12-1	16S-B-C12-L1	16S-B-C12	e0023.A.2	B	1	C12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-blank-D12-1	16S-B-D12-L1	16S-B-D12	e0023.A.2	B	1	D12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-A-2-XVA-E12-1	16S-B-E12-L1	16S-B-E12	e0023.A.2	B	1	E12	e0023	e0023-16S	2	NA	XVA	NA	NA	1	2	NA	NA
e0023-A-2-XVA-F12-1	16S-B-F12-L1	16S-B-F12	e0023.A.2	B	1	F12	e0023	e0023-16S	2	NA	XVA	NA	NA	2	2	NA	NA
e0023-A-2-XVA-G12-1	16S-B-G12-L1	16S-B-G12	e0023.A.2	B	1	G12	e0023	e0023-16S	2	NA	XVA	NA	NA	1	0	NA	NA
e0023-A-2-blank-H12-1	16S-B-H12-L1	16S-B-H12	e0023.A.2	B	1	H12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A1-2	16S-B-A1-L2	16S-B-A1	e0023.B.2	B	2	A1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-B1-2	16S-B-B1-L2	16S-B-B1	e0023.B.2	B	2	B1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-C1-2	16S-B-C1-L2	16S-B-C1	e0023.B.2	B	2	C1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-D1-2	16S-B-D1-L2	16S-B-D1	e0023.B.2	B	2	D1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-E1-2	16S-B-E1-L2	16S-B-E1	e0023.B.2	B	2	E1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-F1-2	16S-B-F1-L2	16S-B-F1	e0023.B.2	B	2	F1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-G1-2	16S-B-G1-L2	16S-B-G1	e0023.B.2	B	2	G1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-H1-2	16S-B-H1-L2	16S-B-H1	e0023.B.2	B	2	H1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A2-2	16S-B-A2-L2	16S-B-A2	e0023.B.2	B	2	A2	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XAA-B2-2	16S-B-B2-L2	16S-B-B2	e0023.B.2	B	2	B2	e0023	e0023-16S	2	NA	XAA	NA	NA	1	0	NA	NA
e0023-B-2-XAA-C2-2	16S-B-C2-L2	16S-B-C2	e0023.B.2	B	2	C2	e0023	e0023-16S	2	NA	XAA	NA	NA	1	8	NA	NA
e0023-B-2-XAA-D2-2	16S-B-D2-L2	16S-B-D2	e0023.B.2	B	2	D2	e0023	e0023-16S	2	NA	XAA	NA	NA	2	8	NA	NA
e0023-B-2-XLA-E2-2	16S-B-E2-L2	16S-B-E2	e0023.B.2	B	2	E2	e0023	e0023-16S	2	NA	XLA	NA	NA	1	8	NA	NA
e0023-B-2-XLA-F2-2	16S-B-F2-L2	16S-B-F2	e0023.B.2	B	2	F2	e0023	e0023-16S	2	NA	XLA	NA	NA	2	8	NA	NA
e0023-B-2-XLA-G2-2	16S-B-G2-L2	16S-B-G2	e0023.B.2	B	2	G2	e0023	e0023-16S	2	NA	XLA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H2-2	16S-B-H2-L2	16S-B-H2	e0023.B.2	B	2	H2	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A3-2	16S-B-A3-L2	16S-B-A3	e0023.B.2	B	2	A3	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XBA-B3-2	16S-B-B3-L2	16S-B-B3	e0023.B.2	B	2	B3	e0023	e0023-16S	2	NA	XBA	NA	NA	1	0	NA	NA
e0023-B-2-XBA-C3-2	16S-B-C3-L2	16S-B-C3	e0023.B.2	B	2	C3	e0023	e0023-16S	2	NA	XBA	NA	NA	1	8	NA	NA
e0023-B-2-XBA-D3-2	16S-B-D3-L2	16S-B-D3	e0023.B.2	B	2	D3	e0023	e0023-16S	2	NA	XBA	NA	NA	2	8	NA	NA
e0023-B-2-XMA-E3-2	16S-B-E3-L2	16S-B-E3	e0023.B.2	B	2	E3	e0023	e0023-16S	2	NA	XMA	NA	NA	1	8	NA	NA
e0023-B-2-XMA-F3-2	16S-B-F3-L2	16S-B-F3	e0023.B.2	B	2	F3	e0023	e0023-16S	2	NA	XMA	NA	NA	2	8	NA	NA
e0023-B-2-XMA-G3-2	16S-B-G3-L2	16S-B-G3	e0023.B.2	B	2	G3	e0023	e0023-16S	2	NA	XMA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H3-2	16S-B-H3-L2	16S-B-H3	e0023.B.2	B	2	H3	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A4-2	16S-B-A4-L2	16S-B-A4	e0023.B.2	B	2	A4	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XCA-B4-2	16S-B-B4-L2	16S-B-B4	e0023.B.2	B	2	B4	e0023	e0023-16S	2	NA	XCA	NA	NA	1	0	NA	NA
e0023-B-2-XCA-C4-2	16S-B-C4-L2	16S-B-C4	e0023.B.2	B	2	C4	e0023	e0023-16S	2	NA	XCA	NA	NA	1	8	NA	NA
e0023-B-2-XCA-D4-2	16S-B-D4-L2	16S-B-D4	e0023.B.2	B	2	D4	e0023	e0023-16S	2	NA	XCA	NA	NA	2	8	NA	NA
e0023-B-2-XNA-E4-2	16S-B-E4-L2	16S-B-E4	e0023.B.2	B	2	E4	e0023	e0023-16S	2	NA	XNA	NA	NA	1	8	NA	NA
e0023-B-2-XNA-F4-2	16S-B-F4-L2	16S-B-F4	e0023.B.2	B	2	F4	e0023	e0023-16S	2	NA	XNA	NA	NA	2	8	NA	NA
e0023-B-2-XNA-G4-2	16S-B-G4-L2	16S-B-G4	e0023.B.2	B	2	G4	e0023	e0023-16S	2	NA	XNA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H4-2	16S-B-H4-L2	16S-B-H4	e0023.B.2	B	2	H4	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A5-2	16S-B-A5-L2	16S-B-A5	e0023.B.2	B	2	A5	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XDA-B5-2	16S-B-B5-L2	16S-B-B5	e0023.B.2	B	2	B5	e0023	e0023-16S	2	NA	XDA	NA	NA	1	0	NA	NA
e0023-B-2-XDA-C5-2	16S-B-C5-L2	16S-B-C5	e0023.B.2	B	2	C5	e0023	e0023-16S	2	NA	XDA	NA	NA	1	8	NA	NA
e0023-B-2-XDA-D5-2	16S-B-D5-L2	16S-B-D5	e0023.B.2	B	2	D5	e0023	e0023-16S	2	NA	XDA	NA	NA	2	8	NA	NA
e0023-B-2-XOA-E5-2	16S-B-E5-L2	16S-B-E5	e0023.B.2	B	2	E5	e0023	e0023-16S	2	NA	XOA	NA	NA	1	8	NA	NA
e0023-B-2-XOA-F5-2	16S-B-F5-L2	16S-B-F5	e0023.B.2	B	2	F5	e0023	e0023-16S	2	NA	XOA	NA	NA	2	8	NA	NA
e0023-B-2-XOA-G5-2	16S-B-G5-L2	16S-B-G5	e0023.B.2	B	2	G5	e0023	e0023-16S	2	NA	XOA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H5-2	16S-B-H5-L2	16S-B-H5	e0023.B.2	B	2	H5	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A6-2	16S-B-A6-L2	16S-B-A6	e0023.B.2	B	2	A6	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XEA-B6-2	16S-B-B6-L2	16S-B-B6	e0023.B.2	B	2	B6	e0023	e0023-16S	2	NA	XEA	NA	NA	1	0	NA	NA
e0023-B-2-XEA-C6-2	16S-B-C6-L2	16S-B-C6	e0023.B.2	B	2	C6	e0023	e0023-16S	2	NA	XEA	NA	NA	1	8	NA	NA
e0023-B-2-XEA-D6-2	16S-B-D6-L2	16S-B-D6	e0023.B.2	B	2	D6	e0023	e0023-16S	2	NA	XEA	NA	NA	2	8	NA	NA
e0023-B-2-XPA-E6-2	16S-B-E6-L2	16S-B-E6	e0023.B.2	B	2	E6	e0023	e0023-16S	2	NA	XPA	NA	NA	1	8	NA	NA
e0023-B-2-XPA-F6-2	16S-B-F6-L2	16S-B-F6	e0023.B.2	B	2	F6	e0023	e0023-16S	2	NA	XPA	NA	NA	2	8	NA	NA
e0023-B-2-XPA-G6-2	16S-B-G6-L2	16S-B-G6	e0023.B.2	B	2	G6	e0023	e0023-16S	2	NA	XPA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H6-2	16S-B-H6-L2	16S-B-H6	e0023.B.2	B	2	H6	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A7-2	16S-B-A7-L2	16S-B-A7	e0023.B.2	B	2	A7	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XFA-B7-2	16S-B-B7-L2	16S-B-B7	e0023.B.2	B	2	B7	e0023	e0023-16S	2	NA	XFA	NA	NA	1	0	NA	NA
e0023-B-2-XFA-C7-2	16S-B-C7-L2	16S-B-C7	e0023.B.2	B	2	C7	e0023	e0023-16S	2	NA	XFA	NA	NA	1	8	NA	NA
e0023-B-2-XFA-D7-2	16S-B-D7-L2	16S-B-D7	e0023.B.2	B	2	D7	e0023	e0023-16S	2	NA	XFA	NA	NA	2	8	NA	NA
e0023-B-2-XQA-E7-2	16S-B-E7-L2	16S-B-E7	e0023.B.2	B	2	E7	e0023	e0023-16S	2	NA	XQA	NA	NA	1	8	NA	NA
e0023-B-2-XQA-F7-2	16S-B-F7-L2	16S-B-F7	e0023.B.2	B	2	F7	e0023	e0023-16S	2	NA	XQA	NA	NA	2	8	NA	NA
e0023-B-2-XQA-G7-2	16S-B-G7-L2	16S-B-G7	e0023.B.2	B	2	G7	e0023	e0023-16S	2	NA	XQA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H7-2	16S-B-H7-L2	16S-B-H7	e0023.B.2	B	2	H7	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A8-2	16S-B-A8-L2	16S-B-A8	e0023.B.2	B	2	A8	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XGA-B8-2	16S-B-B8-L2	16S-B-B8	e0023.B.2	B	2	B8	e0023	e0023-16S	2	NA	XGA	NA	NA	1	0	NA	NA
e0023-B-2-XGA-C8-2	16S-B-C8-L2	16S-B-C8	e0023.B.2	B	2	C8	e0023	e0023-16S	2	NA	XGA	NA	NA	1	8	NA	NA
e0023-B-2-XGA-D8-2	16S-B-D8-L2	16S-B-D8	e0023.B.2	B	2	D8	e0023	e0023-16S	2	NA	XGA	NA	NA	2	8	NA	NA
e0023-B-2-XRA-E8-2	16S-B-E8-L2	16S-B-E8	e0023.B.2	B	2	E8	e0023	e0023-16S	2	NA	XRA	NA	NA	1	8	NA	NA
e0023-B-2-XRA-F8-2	16S-B-F8-L2	16S-B-F8	e0023.B.2	B	2	F8	e0023	e0023-16S	2	NA	XRA	NA	NA	2	8	NA	NA
e0023-B-2-XRA-G8-2	16S-B-G8-L2	16S-B-G8	e0023.B.2	B	2	G8	e0023	e0023-16S	2	NA	XRA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H8-2	16S-B-H8-L2	16S-B-H8	e0023.B.2	B	2	H8	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A9-2	16S-B-A9-L2	16S-B-A9	e0023.B.2	B	2	A9	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XIA-B9-2	16S-B-B9-L2	16S-B-B9	e0023.B.2	B	2	B9	e0023	e0023-16S	2	NA	XIA	NA	NA	1	0	NA	NA
e0023-B-2-XIA-C9-2	16S-B-C9-L2	16S-B-C9	e0023.B.2	B	2	C9	e0023	e0023-16S	2	NA	XIA	NA	NA	1	8	NA	NA
e0023-B-2-XIA-D9-2	16S-B-D9-L2	16S-B-D9	e0023.B.2	B	2	D9	e0023	e0023-16S	2	NA	XIA	NA	NA	2	8	NA	NA
e0023-B-2-XSA-E9-2	16S-B-E9-L2	16S-B-E9	e0023.B.2	B	2	E9	e0023	e0023-16S	2	NA	XSA	NA	NA	1	8	NA	NA
e0023-B-2-XSA-F9-2	16S-B-F9-L2	16S-B-F9	e0023.B.2	B	2	F9	e0023	e0023-16S	2	NA	XSA	NA	NA	2	8	NA	NA
e0023-B-2-XSA-G9-2	16S-B-G9-L2	16S-B-G9	e0023.B.2	B	2	G9	e0023	e0023-16S	2	NA	XSA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H9-2	16S-B-H9-L2	16S-B-H9	e0023.B.2	B	2	H9	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A10-2	16S-B-A10-L2	16S-B-A10	e0023.B.2	B	2	A10	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XJA-B10-2	16S-B-B10-L2	16S-B-B10	e0023.B.2	B	2	B10	e0023	e0023-16S	2	NA	XJA	NA	NA	1	0	NA	NA
e0023-B-2-XJA-C10-2	16S-B-C10-L2	16S-B-C10	e0023.B.2	B	2	C10	e0023	e0023-16S	2	NA	XJA	NA	NA	1	8	NA	NA
e0023-B-2-XJA-D10-2	16S-B-D10-L2	16S-B-D10	e0023.B.2	B	2	D10	e0023	e0023-16S	2	NA	XJA	NA	NA	2	8	NA	NA
e0023-B-2-XTA-E10-2	16S-B-E10-L2	16S-B-E10	e0023.B.2	B	2	E10	e0023	e0023-16S	2	NA	XTA	NA	NA	1	8	NA	NA
e0023-B-2-XTA-F10-2	16S-B-F10-L2	16S-B-F10	e0023.B.2	B	2	F10	e0023	e0023-16S	2	NA	XTA	NA	NA	2	8	NA	NA
e0023-B-2-XTA-G10-2	16S-B-G10-L2	16S-B-G10	e0023.B.2	B	2	G10	e0023	e0023-16S	2	NA	XTA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H10-2	16S-B-H10-L2	16S-B-H10	e0023.B.2	B	2	H10	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A11-2	16S-B-A11-L2	16S-B-A11	e0023.B.2	B	2	A11	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XKA-B11-2	16S-B-B11-L2	16S-B-B11	e0023.B.2	B	2	B11	e0023	e0023-16S	2	NA	XKA	NA	NA	1	0	NA	NA
e0023-B-2-XKA-C11-2	16S-B-C11-L2	16S-B-C11	e0023.B.2	B	2	C11	e0023	e0023-16S	2	NA	XKA	NA	NA	1	8	NA	NA
e0023-B-2-XKA-D11-2	16S-B-D11-L2	16S-B-D11	e0023.B.2	B	2	D11	e0023	e0023-16S	2	NA	XKA	NA	NA	2	8	NA	NA
e0023-B-2-XUA-E11-2	16S-B-E11-L2	16S-B-E11	e0023.B.2	B	2	E11	e0023	e0023-16S	2	NA	XUA	NA	NA	1	8	NA	NA
e0023-B-2-XUA-F11-2	16S-B-F11-L2	16S-B-F11	e0023.B.2	B	2	F11	e0023	e0023-16S	2	NA	XUA	NA	NA	2	8	NA	NA
e0023-B-2-XUA-G11-2	16S-B-G11-L2	16S-B-G11	e0023.B.2	B	2	G11	e0023	e0023-16S	2	NA	XUA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H11-2	16S-B-H11-L2	16S-B-H11	e0023.B.2	B	2	H11	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-A12-2	16S-B-A12-L2	16S-B-A12	e0023.B.2	B	2	A12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-B12-2	16S-B-B12-L2	16S-B-B12	e0023.B.2	B	2	B12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-C12-2	16S-B-C12-L2	16S-B-C12	e0023.B.2	B	2	C12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-blank-D12-2	16S-B-D12-L2	16S-B-D12	e0023.B.2	B	2	D12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-B-2-XVA-E12-2	16S-B-E12-L2	16S-B-E12	e0023.B.2	B	2	E12	e0023	e0023-16S	2	NA	XVA	NA	NA	1	8	NA	NA
e0023-B-2-XVA-F12-2	16S-B-F12-L2	16S-B-F12	e0023.B.2	B	2	F12	e0023	e0023-16S	2	NA	XVA	NA	NA	2	8	NA	NA
e0023-B-2-XVA-G12-2	16S-B-G12-L2	16S-B-G12	e0023.B.2	B	2	G12	e0023	e0023-16S	2	NA	XVA	NA	NA	1	0	NA	NA
e0023-B-2-blank-H12-2	16S-B-H12-L2	16S-B-H12	e0023.B.2	B	2	H12	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-A1-0	16S-C-A1-L0	16S-C-A1	e0023.C.2	C	0	A1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-B1-0	16S-C-B1-L0	16S-C-B1	e0023.C.2	C	0	B1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-C1-0	16S-C-C1-L0	16S-C-C1	e0023.C.2	C	0	C1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-D1-0	16S-C-D1-L0	16S-C-D1	e0023.C.2	C	0	D1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-E1-0	16S-C-E1-L0	16S-C-E1	e0023.C.2	C	0	E1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-F1-0	16S-C-F1-L0	16S-C-F1	e0023.C.2	C	0	F1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-G1-0	16S-C-G1-L0	16S-C-G1	e0023.C.2	C	0	G1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-H1-0	16S-C-H1-L0	16S-C-H1	e0023.C.2	C	0	H1	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-A2-0	16S-C-A2-L0	16S-C-A2	e0023.C.2	C	0	A2	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-XAA-B2-0	16S-C-B2-L0	16S-C-B2	e0023.C.2	C	0	B2	e0023	e0023-16S	2	NA	XAA	NA	NA	1	0	NA	NA
e0023-C-2-XAA-C2-0	16S-C-C2-L0	16S-C-C2	e0023.C.2	C	0	C2	e0023	e0023-16S	2	NA	XAA	NA	NA	1	32	NA	NA
e0023-C-2-XAA-D2-0	16S-C-D2-L0	16S-C-D2	e0023.C.2	C	0	D2	e0023	e0023-16S	2	NA	XAA	NA	NA	2	32	NA	NA
e0023-C-2-XLA-E2-0	16S-C-E2-L0	16S-C-E2	e0023.C.2	C	0	E2	e0023	e0023-16S	2	NA	XLA	NA	NA	1	32	NA	NA
e0023-C-2-XLA-F2-0	16S-C-F2-L0	16S-C-F2	e0023.C.2	C	0	F2	e0023	e0023-16S	2	NA	XLA	NA	NA	2	32	NA	NA
e0023-C-2-XLA-G2-0	16S-C-G2-L0	16S-C-G2	e0023.C.2	C	0	G2	e0023	e0023-16S	2	NA	XLA	NA	NA	1	0	NA	NA
e0023-C-2-blank-H2-0	16S-C-H2-L0	16S-C-H2	e0023.C.2	C	0	H2	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-A3-0	16S-C-A3-L0	16S-C-A3	e0023.C.2	C	0	A3	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-XBA-B3-0	16S-C-B3-L0	16S-C-B3	e0023.C.2	C	0	B3	e0023	e0023-16S	2	NA	XBA	NA	NA	1	0	NA	NA
e0023-C-2-XBA-C3-0	16S-C-C3-L0	16S-C-C3	e0023.C.2	C	0	C3	e0023	e0023-16S	2	NA	XBA	NA	NA	1	32	NA	NA
e0023-C-2-XBA-D3-0	16S-C-D3-L0	16S-C-D3	e0023.C.2	C	0	D3	e0023	e0023-16S	2	NA	XBA	NA	NA	2	32	NA	NA
e0023-C-2-XMA-E3-0	16S-C-E3-L0	16S-C-E3	e0023.C.2	C	0	E3	e0023	e0023-16S	2	NA	XMA	NA	NA	1	32	NA	NA
e0023-C-2-XMA-F3-0	16S-C-F3-L0	16S-C-F3	e0023.C.2	C	0	F3	e0023	e0023-16S	2	NA	XMA	NA	NA	2	32	NA	NA
e0023-C-2-XMA-G3-0	16S-C-G3-L0	16S-C-G3	e0023.C.2	C	0	G3	e0023	e0023-16S	2	NA	XMA	NA	NA	1	0	NA	NA
e0023-C-2-blank-H3-0	16S-C-H3-L0	16S-C-H3	e0023.C.2	C	0	H3	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-A4-0	16S-C-A4-L0	16S-C-A4	e0023.C.2	C	0	A4	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-XCA-B4-0	16S-C-B4-L0	16S-C-B4	e0023.C.2	C	0	B4	e0023	e0023-16S	2	NA	XCA	NA	NA	1	0	NA	NA
e0023-C-2-XCA-C4-0	16S-C-C4-L0	16S-C-C4	e0023.C.2	C	0	C4	e0023	e0023-16S	2	NA	XCA	NA	NA	1	32	NA	NA
e0023-C-2-XCA-D4-0	16S-C-D4-L0	16S-C-D4	e0023.C.2	C	0	D4	e0023	e0023-16S	2	NA	XCA	NA	NA	2	32	NA	NA
e0023-C-2-XNA-E4-0	16S-C-E4-L0	16S-C-E4	e0023.C.2	C	0	E4	e0023	e0023-16S	2	NA	XNA	NA	NA	1	32	NA	NA
e0023-C-2-XNA-F4-0	16S-C-F4-L0	16S-C-F4	e0023.C.2	C	0	F4	e0023	e0023-16S	2	NA	XNA	NA	NA	2	32	NA	NA
e0023-C-2-XNA-G4-0	16S-C-G4-L0	16S-C-G4	e0023.C.2	C	0	G4	e0023	e0023-16S	2	NA	XNA	NA	NA	1	0	NA	NA
e0023-C-2-blank-H4-0	16S-C-H4-L0	16S-C-H4	e0023.C.2	C	0	H4	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-A5-0	16S-C-A5-L0	16S-C-A5	e0023.C.2	C	0	A5	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-XDA-B5-0	16S-C-B5-L0	16S-C-B5	e0023.C.2	C	0	B5	e0023	e0023-16S	2	NA	XDA	NA	NA	1	0	NA	NA
e0023-C-2-XDA-C5-0	16S-C-C5-L0	16S-C-C5	e0023.C.2	C	0	C5	e0023	e0023-16S	2	NA	XDA	NA	NA	1	32	NA	NA
e0023-C-2-XDA-D5-0	16S-C-D5-L0	16S-C-D5	e0023.C.2	C	0	D5	e0023	e0023-16S	2	NA	XDA	NA	NA	2	32	NA	NA
e0023-C-2-XOA-E5-0	16S-C-E5-L0	16S-C-E5	e0023.C.2	C	0	E5	e0023	e0023-16S	2	NA	XOA	NA	NA	1	32	NA	NA
e0023-C-2-XOA-F5-0	16S-C-F5-L0	16S-C-F5	e0023.C.2	C	0	F5	e0023	e0023-16S	2	NA	XOA	NA	NA	2	32	NA	NA
e0023-C-2-XOA-G5-0	16S-C-G5-L0	16S-C-G5	e0023.C.2	C	0	G5	e0023	e0023-16S	2	NA	XOA	NA	NA	1	0	NA	NA
e0023-C-2-blank-H5-0	16S-C-H5-L0	16S-C-H5	e0023.C.2	C	0	H5	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
e0023-C-2-blank-A6-0	16S-C-A6-L0	16S-C-A6	e0023.C.2	C	0	A6	e0023	e0023-16S	2	NA	blank	NA	NA	NA	NA	NA	NA
